sinifId,sinifIsmi,dersId,dersNo,dersKod,dersIsmi,uniteId,uniteNo,uniteIsmi,kazanimId,kazanimNo,kazanimKod,kazanimIsmi,videoId,videoBaslik,videoLink
6,9. Sınıf,5,1,BIY,Biyoloji,24,1,Yaşam Bilimi Biyoloji,3461,2,9.1.2.1.,9.1.2.1.- Canlıların yapısını oluşturan organik ve inorganik bileşikleri açıklar.,itnwb5y3bcs.mp4,NÜKLEİK ASİTLER (RNA) VE ATP,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/itnwb5y3bcs.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,24,1,Yaşam Bilimi Biyoloji,3462,3,9.1.2.2.,"9.1.2.2.- Lipit, karbonhidrat, protein, vitamin, su ve minerallerin sağlıklı beslenme ile ilişkisini kurar.",o3ful5rtvfx.mp4,SAĞLIKLI BESLENME,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/o3ful5rtvfx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3463,1,9.2.1.1.,9.2.1.1.- Hücre teorisine ilişkin çalışmaları açıklar,movssff3tdz.mp4,HÜCRE TEORİSİ VE PROKARYOT HÜCRE,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/movssff3tdz.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,movssff3tdz.mp4,HÜCRE TEORİSİ VE PROKARYOT HÜCRE,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/movssff3tdz.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,tgu42c2sx5j.mp4,ÖKARYOT HÜCRE YAPISI VE ÇEKİRDEK,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/tgu42c2sx5j.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,lxkyoh53z45.mp4,SİTOPLAZMA VE ORGANELLER-I,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/lxkyoh53z45.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,p0r5saougkx.mp4,SİTOPLAZMA VE ORGANELLER-II,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/p0r5saougkx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,bfirfgrtbzh.mp4,SİTOPLAZMA VE ORGANELLER-III,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/bfirfgrtbzh.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,huqpufdw1us.mp4,SİTOPLAZMA VE ORGANELLER-IV,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/huqpufdw1us.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3464,2,9.2.1.2.,9.2.1.2.- Hücresel yapıları ve görevlerini açıklar.,r05xtonavuj.mp4,HÜCRE ZARI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/r05xtonavuj.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3465,3,9.2.1.3.,9.2.1.3.- Hücre zarından madde geçişine ilişkin kontrollü bir deney yapar.,r05xtonavuj.mp4,HÜCRE ZARI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/r05xtonavuj.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3465,3,9.2.1.3.,9.2.1.3.- Hücre zarından madde geçişine ilişkin kontrollü bir deney yapar.,sue0xmqk0ho.mp4,HÜCRE ZARINDAN MADDE GEÇİŞLERİ-I,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/sue0xmqk0ho.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3465,3,9.2.1.3.,9.2.1.3.- Hücre zarından madde geçişine ilişkin kontrollü bir deney yapar.,eywbksfydsn.mp4,HÜCRE ZARINDAN MADDE GEÇİŞLERİ-II,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/eywbksfydsn.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,25,2,Hücre,3465,3,9.2.1.3.,9.2.1.3.- Hücre zarından madde geçişine ilişkin kontrollü bir deney yapar.,qqus0w33drx.mp4,BİLİMSEL YÖNTEM,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qqus0w33drx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3466,1,9.3.1.1.,9.3.1.1.- Canlıların çeşitliliğinin anlaşılmasında sınıflandırmanın önemini açıklar,zctm1wddqpo.mp4,CANLILARIN SINIFLANDIRILMASI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/zctm1wddqpo.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3467,2,9.3.1.2.,9.3.1.2.- Canlıların sınıflandırılmasında kullanılan kategorileri ve bu kategoriler arasındaki hiyerarşiyi örneklerle açıklar.,zctm1wddqpo.mp4,CANLILARIN SINIFLANDIRILMASI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/zctm1wddqpo.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,xdf1byaqszx.mp4,BAKTERİLER ALEMİ-I,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/xdf1byaqszx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,3uiczwpmqu5.mp4,BAKTERİLER ALEMİ-II,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/3uiczwpmqu5.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,ueskvc5celc.mp4,ARKE VE PROTİSTA ALEMLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/ueskvc5celc.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,5j2uabcvznx.mp4,BİTKİLER ALEMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/5j2uabcvznx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,s2ysgmun2dm.mp4,MANTARLAR ALEMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/s2ysgmun2dm.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,05hvow43ca4.mp4,HAYVANLAR ALEMİ-I,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/05hvow43ca4.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,ipp51qktyq0.mp4,HAYVANLAR ALEMİ-II,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/ipp51qktyq0.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,qs5vckev2fo.mp4,HAYVANLAR ALEMİ-III,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qs5vckev2fo.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3468,3,9.3.2.1.,9.3.2.1.- Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar,vhw5sarxuul.mp4,HAYVANLAR ALEMİ-IV,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/vhw5sarxuul.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3469,4,9.3.2.2.,"9.3.2.2.- Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",3uiczwpmqu5.mp4,BAKTERİLER ALEMİ-II,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/3uiczwpmqu5.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3469,4,9.3.2.2.,"9.3.2.2.- Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",ueskvc5celc.mp4,ARKE VE PROTİSTA ALEMLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/ueskvc5celc.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3469,4,9.3.2.2.,"9.3.2.2.- Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",5j2uabcvznx.mp4,BİTKİLER ALEMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/5j2uabcvznx.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3469,4,9.3.2.2.,"9.3.2.2.- Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",s2ysgmun2dm.mp4,MANTARLAR ALEMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/s2ysgmun2dm.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3469,4,9.3.2.2.,"9.3.2.2.- Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",vhw5sarxuul.mp4,HAYVANLAR ALEMİ-IV,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/vhw5sarxuul.mp4_1.mp4
6,9. Sınıf,5,1,BIY,Biyoloji,26,3,Canlılar Dünyası,3470,5,9.3.2.3.,9.3.2.3.- Virüslerin genel özelliklerini açıklar.,xwu4c5x3fkd.mp4,VİRÜSLER,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/xwu4c5x3fkd.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,3,1,9.1.1.,9.1.1.- Doğa ve insan etkileşimini örneklerle açıklar.,1xtwjbo2amp.mp4,DOĞA VE İNSAN ETKİLEŞİMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/1xtwjbo2amp.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,4,2,9.1.2.,9.1.2.- Coğrafyanın konularını ve bölümlenmesini açıklar.,a2josg33k11.mp4,COĞRAFYANIN KONULARI VE BÖLÜMLENMESİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/a2josg33k11.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,5,3,9.1.3.,9.1.3.- Coğrafya biliminin gelişimini açıklar.,prjy2pgnsjl.mp4,COĞRAFYA BİLİMİNİN GEÇMİŞTEN GÜNÜMÜZE GELİŞİMİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/prjy2pgnsjl.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,10,4,9.1.4.,9.1.4.- Dünya'nın şekli ve hareketlerinin etkilerini değerlendirir.,2xk53edw1iy.mp4,DÜNYA'NIN ŞEKLİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/2xk53edw1iy.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,10,4,9.1.4.,9.1.4.- Dünya'nın şekli ve hareketlerinin etkilerini değerlendirir.,rr2mfusl2pm.mp4,DÜNYA'NIN GÜNLÜK (EKSEN) HAREKETİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/rr2mfusl2pm.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,10,4,9.1.4.,9.1.4.- Dünya'nın şekli ve hareketlerinin etkilerini değerlendirir.,qye1klxltit.mp4,DÜNYA'NIN YILLIK (YÖRÜNGE) HAREKETİ -1,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qye1klxltit.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,10,4,9.1.4.,9.1.4.- Dünya'nın şekli ve hareketlerinin etkilerini değerlendirir.,zdrvqexizf0.mp4,DÜNYA'NIN YILLIK (YÖRÜNGE) HAREKETİ -2,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/zdrvqexizf0.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,6,5,9.1.5.,9.1.5.- Koordinat sistemini kullanarak zaman ve yere ait özellikler hakkında çıkarımlarda bulunur.,alvurunlbri.mp4,KOORDİNAT SİSTEMİ; PARALEL VE ENLEM-MERİDYEN VE BOYLAM,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/alvurunlbri.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,6,5,9.1.5.,9.1.5.- Koordinat sistemini kullanarak zaman ve yere ait özellikler hakkında çıkarımlarda bulunur.,fgp00ey1ylc.mp4,"YEREL SAAT, ULUSLARARASI SAAT VE ULUSAL SAAT",https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/fgp00ey1ylc.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,6,5,9.1.5.,9.1.5.- Koordinat sistemini kullanarak zaman ve yere ait özellikler hakkında çıkarımlarda bulunur.,p2bpnjj1ocy.mp4,MUTLAK VE GÖRECELİ KONUM-TÜRKİYE'NİN KONUMU,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/p2bpnjj1ocy.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,7,6,9.1.6.,9.1.6.- Haritayı oluşturan unsurlardan yararlanarak harita kullanır.,51g0xa5waj4.mp4,HARİTA – HARİTA PROJEKSİYONLARI VE HARİTAYI OLUŞTURAN UNSURLAR,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/51g0xa5waj4.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,7,6,9.1.6.,9.1.6.- Haritayı oluşturan unsurlardan yararlanarak harita kullanır.,y4wqyf20c5u.mp4,ÖLÇEK- ÖLÇEK TÜRLERİ HARİTADA UZUNLUK VE ALAN HESAPLAMALARI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/y4wqyf20c5u.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,8,7,9.1.7.,9.1.7.- Bilgileri haritalara aktarmada kullanılan yöntem ve teknikleri açıklar.,qtnys1jugiw.mp4,HARİTA TÜRLERİ- HARİTACILIK TARİHİ COĞRAFİ BİLGİ SİSTEMLERİ- UZAKTAN ALGILAMA MEKÂNSAL VERİLERİN HARİTAYA AKTARIMI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qtnys1jugiw.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,9,8,9.1.8.,9.1.8.- Haritalarda yer şekillerinin gösteriminde kullanılan yöntem ve teknikleri açıklar,uhoymy1e1nm.mp4,EŞ YÜKSELTİ EĞRİLERİ VE EŞ YÜKSELTİ EĞRİLERİNİN ÖZELLİKLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/uhoymy1e1nm.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,9,8,9.1.8.,9.1.8.- Haritalarda yer şekillerinin gösteriminde kullanılan yöntem ve teknikleri açıklar,qydteb1rv14.mp4,EŞ YÜKSELTİ EĞRİLERİ İLE ÇİZİLMİŞ HARİTALARDA YER ŞEKİLLERİ VE RENKLENDİRME - KABARTMA YÖNTEMLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qydteb1rv14.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,11,9,9.1.9.,9.1.9.- Atmosferin katmanları ve özellikleri ile hava olaylarını ilişkilendirir.,bz5ozozlxry.mp4,ATMOSFERİN KATMANLARI VE ÖZELLİKLERİ İLE HAVA OLAYLARININ İLİŞKİSİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/bz5ozozlxry.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,12,10,9.1.10.,9.1.10.- Örneklerden yararlanarak hava durumu ile iklim özelliklerini etkileri açısından karşılaştırır.,h411rsy2efp.mp4,HAVA DURUMU VE İKLİM ÖZELLİKLERİNİN ETKİLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/h411rsy2efp.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,qgbkyxmvb5a.mp4,İKLİM ELEMANLARI - YERYÜZÜNDE SICAKLIĞIN DAĞILIŞINI ETKİLEYEN FAKTÖRLER,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qgbkyxmvb5a.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,jska5s2srzn.mp4,EŞ SICAKLIK EĞRİSİ (İZOTERM) VE DÜNYA SICAKLIK HARİTALARI,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/jska5s2srzn.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,oaecuauq2c4.mp4,İKLİM ELEMANLARI - BASINÇ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/oaecuauq2c4.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,ztf0obf4x2o.mp4,İKLİM ELEMANLARI - RÜZGÂRLAR,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/ztf0obf4x2o.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,qumwsbchlko.mp4,İKLİM ELEMANLARI - NEM,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/qumwsbchlko.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,13,11,9.1.11.,9.1.11.- İklim elemanlarının oluşumunu ve dağılışını açıklar.,kjwcfzb3ojd.mp4,İKLİM ELEMANLARI - YAĞIŞ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/kjwcfzb3ojd.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,14,12,9.1.12.,9.1.12.- Yeryüzündeki farklı iklim tiplerinin özellikleri ve dağılışları hakkında çıkarımlarda bulunur.,aa0e4543isv.mp4,"YERYÜZÜNDEKİ İKLİM TİPLERİ, SICAK İKLİMLER",https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/aa0e4543isv.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,14,12,9.1.12.,9.1.12.- Yeryüzündeki farklı iklim tiplerinin özellikleri ve dağılışları hakkında çıkarımlarda bulunur.,bhvs0auw431.mp4,"YERYÜZÜNDEKİ İKLİM TİPLERİ, ILIMAN İKLİMLER VE SOĞUK İKLİMLER",https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/bhvs0auw431.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,15,13,9.1.13.,9.1.13.- Türkiye'de görülen iklim tiplerinin özellikleri hakkında çıkarımlarda bulunur,j4rlymgagro.mp4,TÜRKİYE'NİN İKLİMİNİ ETKİLEYEN FAKTÖRLERİN TÜRKİYE'DEKİ İKLİM ELEMANLARINA ETKİLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/j4rlymgagro.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,36,1,Doğal Sistemler,15,13,9.1.13.,9.1.13.- Türkiye'de görülen iklim tiplerinin özellikleri hakkında çıkarımlarda bulunur,n5pmzvmezdv.mp4,İKLİM ELEMANLARININ ETKİLERİ İLE TÜRKİYE'DE GÖRÜLEN İKLİM TİPLERİ VE ÖZELLİKLERİ,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/n5pmzvmezdv.mp4_1.mp4
6,9. Sınıf,9,2,COG,Coğrafya,37,2,Beşeri Sistemler,16,1,9.2.1.,9.2.1.- Yerleşmelerin gelişimini etkileyen faktörleri analiz eder.,fkaqt1kprra.mp4,YERLEŞME YERİ SEÇİMİNDE ETKİLİ OLAN FAKTÖRLER,https://ogmmateryal.eba.gov.tr/ebatv-ogm/upload/uzev-480/fkaqt1kprra.mp4_1.mp4
