sinifId,sinifIsmi,dersId,dersNo,dersKodu,dersIsmi,uniteId,uniteNo,uniteIsmi,kazanimId,kazanimNo,kazanimKod,kazanimIsmi,pdfId,pdfBaslik,pdfLink
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3473,3,10.1.1.3.,10.1.1.3.- Eşeysiz üremeyi örneklerle açıklar.,2yxaqvnmfz4.pdf,EŞEYSİZ ÜREME VE MERCAN RESİFLERİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/2yxaqvnmfz4.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3473,3,10.1.1.3.,10.1.1.3.- Eşeysiz üremeyi örneklerle açıklar.,vbxmnhvwgpo.pdf,NESLİ DEVAM ETTİRME,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/vbxmnhvwgpo.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3473,3,10.1.1.3.,10.1.1.3.- Eşeysiz üremeyi örneklerle açıklar.,pvgfitunbup.pdf,TÜRLERİN DEVAMLILIĞI VE EŞEYSİZ ÜREME,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/pvgfitunbup.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3473,3,10.1.1.3.,10.1.1.3.- Eşeysiz üremeyi örneklerle açıklar.,gnxtzy3vb0w.pdf,ÇİLEK VE TOPRAK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/gnxtzy3vb0w.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3473,3,10.1.1.3.,10.1.1.3.- Eşeysiz üremeyi örneklerle açıklar.,yc2uwgvapux.pdf,AŞILAMA,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/yc2uwgvapux.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,hy5wsdewywg.pdf,DEĞİŞ TOKUŞ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/hy5wsdewywg.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,vjgb0yktyts.pdf,NESİLLER BOYU SÜREGELEN ÇEŞİTLİLİK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/vjgb0yktyts.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,t0teq3uctdl.pdf,FARKLILIKLARIN KAYNAĞI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/t0teq3uctdl.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,ekjwc5xlf4p.pdf,MAYOZUN BİZE ANLATTIKLARI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ekjwc5xlf4p.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,xeh2mfkofk5.pdf,NEDEN BİRBİRİMİZE BENZEMİYORUZ?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/xeh2mfkofk5.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3474,4,10.1.2.1.,10.1.2.1.- Mayozu açıklar.,v1bhwwl1twy.pdf,MAYOZDA NELER OLUYOR?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/v1bhwwl1twy.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3475,5,10.1.2.2.,10.1.2.2.- Eşeyli üremeyi örneklerle açıklar.,zgosdw2im0i.pdf,HERMAFRODİT CANLILAR,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/zgosdw2im0i.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3475,5,10.1.2.2.,10.1.2.2.- Eşeyli üremeyi örneklerle açıklar.,wjvjm1cf0oe.pdf,EŞEYLİ ÜREME SONUCU ÇEVREYE UYUM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/wjvjm1cf0oe.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,27,1,Hücre Bölünmeleri,3475,5,10.1.2.2.,10.1.2.2.- Eşeyli üremeyi örneklerle açıklar.,jlhabc5lvnb.pdf,CANLILARIN ÜREME SERÜVENİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/jlhabc5lvnb.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ubd2xtbyuta.pdf,ÇARKI - GENETİK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ubd2xtbyuta.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,gxfsxq5dycr.pdf,'GEN - ETİK' ÖNLEM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/gxfsxq5dycr.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,lsh5pouwcpm.pdf,OTOZOM MU? GONOZOM MU?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/lsh5pouwcpm.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,v4kg5q0qxqv.pdf,AİLEM FENOTİPİMİ ETKİLER Mİ?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/v4kg5q0qxqv.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ndtsxdfxntd.pdf,BEBEKLER KARIŞTI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ndtsxdfxntd.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,wjxosotlyxi.pdf,GENLERİMİZ NE ANLATIYOR?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/wjxosotlyxi.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,njytuljl2ev.pdf,HUNTIGTON HASTALIĞI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/njytuljl2ev.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,n40i5b11neo.pdf,PARTENOGENEZ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/n40i5b11neo.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,z4axttnjecm.pdf,KÜRK RENGİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/z4axttnjecm.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,m15pqkzvzml.pdf,GENETİK DANIŞMAN OLSAYDIN,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/m15pqkzvzml.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,t3l2oy5keam.pdf,KAN UYUŞMAZLIĞI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/t3l2oy5keam.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,ckf3zww4x3f.pdf,BİL BAKALIM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ckf3zww4x3f.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,gwjcx2nfakz.pdf,KISMİ RENK KÖRLÜĞÜ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/gwjcx2nfakz.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3476,1,10.2.1.1.,10.2.1.1.- Kalıtımın genel esaslarını açıklar.,3c10zpc3d0w.pdf,MENDEL ÇALIŞMALARI VE KALITIM İLKELERİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/3c10zpc3d0w.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3477,2,10.2.1.2.,10.2.1.2.- Genetik varyasyonların biyolojik çeşitliliği açıklamadaki rolünü sorgular.,s1g11a5wowv.pdf,RENK BULMACASI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/s1g11a5wowv.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,28,2,Kalıtımın Genel İlkeleri,3477,2,10.2.1.2.,10.2.1.2.- Genetik varyasyonların biyolojik çeşitliliği açıklamadaki rolünü sorgular.,dd3ev2xxmbm.pdf,DOĞRU MU? YANLIŞ MI?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/dd3ev2xxmbm.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3478,1,10.3.1.1.,10.3.1.1.- Ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar.,fyuewdrpffx.pdf,EKOSİSTEMİN BİLEŞENLERİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/fyuewdrpffx.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3478,1,10.3.1.1.,10.3.1.1.- Ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar.,k23zntfldvd.pdf,DÖRT CANLI DÖRT ETKİLEŞİM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/k23zntfldvd.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3478,1,10.3.1.1.,10.3.1.1.- Ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar.,ru1quxqj5aq.pdf,DOĞANIN UYUMU,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ru1quxqj5aq.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3478,1,10.3.1.1.,10.3.1.1.- Ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar.,ohvz0zhscms.pdf,REN GEYİKLERİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ohvz0zhscms.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3479,2,10.3.1.2.,10.3.1.2.- Canlılardaki beslenme şekillerini örneklerle açıklar.,1ozjmfwj4hu.pdf,BİL BAKALIM BEN NASIL BESLENİYORUM?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/1ozjmfwj4hu.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3479,2,10.3.1.2.,10.3.1.2.- Canlılardaki beslenme şekillerini örneklerle açıklar.,spqs0dto5np.pdf,KİM KİMİ YER?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/spqs0dto5np.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3479,2,10.3.1.2.,10.3.1.2.- Canlılardaki beslenme şekillerini örneklerle açıklar.,ckxz40mruai.pdf,BESLENME ŞEKİLLERİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ckxz40mruai.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3479,2,10.3.1.2.,10.3.1.2.- Canlılardaki beslenme şekillerini örneklerle açıklar.,ql0smd5i40v.pdf,CANLILARIN ENERJİ KAYNAKLARI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ql0smd5i40v.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3480,3,10.3.1.3.,10.3.1.3.- Ekosistemde madde ve enerji akışını analiz eder.,q440ls3wnpr.pdf,EKOBÜTÇE,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/q440ls3wnpr.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3480,3,10.3.1.3.,10.3.1.3.- Ekosistemde madde ve enerji akışını analiz eder.,ffzpggtbafp.pdf,BALON BALIKLARI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ffzpggtbafp.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3480,3,10.3.1.3.,10.3.1.3.- Ekosistemde madde ve enerji akışını analiz eder.,3ykw0t4qwg0.pdf,BOZKIRDA BESLENMEK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/3ykw0t4qwg0.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3480,3,10.3.1.3.,10.3.1.3.- Ekosistemde madde ve enerji akışını analiz eder.,iintojjetr5.pdf,ENERJİNİN YOLU,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/iintojjetr5.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3481,4,10.3.1.4.,10.3.1.4.- Madde döngüleri ve hayatın sürdürülebilirliği arasında ilişki kurar.,pr5epmisnvj.pdf,AZOTSUZ OLMAZ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/pr5epmisnvj.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3481,4,10.3.1.4.,10.3.1.4.- Madde döngüleri ve hayatın sürdürülebilirliği arasında ilişki kurar.,sw14vi043kx.pdf,KAVANOZDA AZOT DÖNGÜSÜ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/sw14vi043kx.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3481,4,10.3.1.4.,10.3.1.4.- Madde döngüleri ve hayatın sürdürülebilirliği arasında ilişki kurar.,321icfza4tu.pdf,SUYUN ROTASI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/321icfza4tu.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3482,5,10.3.2.1.,10.3.2.1.- Güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir.,bjz1rx05k3v.pdf,BİYOÇEŞİTLİLİK VE PANDEMİLER,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/bjz1rx05k3v.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3482,5,10.3.2.1.,10.3.2.1.- Güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir.,3qtfhs0vmj3.pdf,TEMİZ ÇEVRE TEMİZ GELECEK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/3qtfhs0vmj3.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3482,5,10.3.2.1.,10.3.2.1.- Güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir.,ksz1p3wkprq.pdf,ASİT YAĞIYOR,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ksz1p3wkprq.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3482,5,10.3.2.1.,10.3.2.1.- Güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir.,pszz5gjgt52.pdf,KÜRESEL ISINMA,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/pszz5gjgt52.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3483,6,10.3.2.2.,10.3.2.2.- Birey olarak çevre sorunlarının ortaya çıkmasındaki rolünü sorgular.,ibstbpqmgmu.pdf,SANAL SU,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ibstbpqmgmu.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3483,6,10.3.2.2.,10.3.2.2.- Birey olarak çevre sorunlarının ortaya çıkmasındaki rolünü sorgular.,ljxf0h1ql1k.pdf,TEK DÜNYA BİZE YETMİYOR,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ljxf0h1ql1k.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3483,6,10.3.2.2.,10.3.2.2.- Birey olarak çevre sorunlarının ortaya çıkmasındaki rolünü sorgular.,lr1p0a5bodr.pdf,EKOLOJİK AYAK İZİM,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/lr1p0a5bodr.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3484,7,10.3.2.3.,10.3.2.3.- Yerel ve küresel bağlamda çevre kirliliğinin önlenmesine yönelik çözüm önerilerinde bulunur.,qdqkbj2y2aw.pdf,ÖTRİFİKASYON,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/qdqkbj2y2aw.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3485,8,10.3.3.1.,10.3.3.1.- Doğal kaynakların sürdürülebilirliğinin önemini açıklar.,vitsosc2lxz.pdf,EKO - EV,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/vitsosc2lxz.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3486,9,10.3.3.2.,10.3.3.2.- Biyolojik çeşitliliğin yaşam için önemini sorgular.,yy1so4ynn5q.pdf,BİYOÇEŞİTLİLİK VE TURNALAR,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/yy1so4ynn5q.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3486,9,10.3.3.2.,10.3.3.2.- Biyolojik çeşitliliğin yaşam için önemini sorgular.,iuyxfkaeihh.pdf,AVLAN GÖLÜNE NE OLDU?,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/iuyxfkaeihh.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3486,9,10.3.3.2.,10.3.3.2.- Biyolojik çeşitliliğin yaşam için önemini sorgular.,txk3drvzvl2.pdf,AMAZON YAĞMUR ORMANLARI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/txk3drvzvl2.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3486,9,10.3.3.2.,10.3.3.2.- Biyolojik çeşitliliğin yaşam için önemini sorgular.,ad0mxwtk5xu.pdf,"BİRAZ SESSİZLİK, CARETTA CARETTA'LAR YUMURTLUYOR",https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ad0mxwtk5xu.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3486,9,10.3.3.2.,10.3.3.2.- Biyolojik çeşitliliğin yaşam için önemini sorgular.,lfad4qgyfv0.pdf,LEOPAR FOKLARI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/lfad4qgyfv0.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3487,10,10.3.3.3.,10.3.3.3.- Biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur.,3ut5zi3y1dv.pdf,FLAMİNGO,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/3ut5zi3y1dv.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3487,10,10.3.3.3.,10.3.3.3.- Biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur.,wpxndhwu4bv.pdf,BİYOÇEŞİTLİLİK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/wpxndhwu4bv.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3487,10,10.3.3.3.,10.3.3.3.- Biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur.,xeyjb3ksmez.pdf,TOHUM GEN BANKASI,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/xeyjb3ksmez.pdf
7,10. Sınıf,6,1,BIY,Biyoloji,29,3,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,3487,10,10.3.3.3.,10.3.3.3.- Biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur.,xgfgpmoug2l.pdf,DRAKULA,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/xgfgpmoug2l.pdf
7,10. Sınıf,10,2,COG,Coğrafya,40,1,Doğal Sistemler,25,1,10.1.1.,10.1.1.- Dünya'nın tektonik oluşumunu açıklar.,ekbj0kk35x0.pdf,DÜNYA'NIN MERKEZİNE YOLCULUK,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ekbj0kk35x0.pdf
7,10. Sınıf,10,2,COG,Coğrafya,40,1,Doğal Sistemler,25,1,10.1.1.,10.1.1.- Dünya'nın tektonik oluşumunu açıklar.,qjh44r4xsqu.pdf,LEVHALARIN SERÜVENİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/qjh44r4xsqu.pdf
7,10. Sınıf,10,2,COG,Coğrafya,40,1,Doğal Sistemler,26,2,10.1.2.,10.1.2.- Jeolojik zamanların özelliklerini tektonik olaylarla ilişkilendirerek açıklar.,ydp5vbelc3z.pdf,DÜNYA'NIN GEÇMİŞİ,https://ogmmateryal.eba.gov.tr/panel/upload/yardimci-kitap/ydp5vbelc3z.pdf
